,Book Author,Book Owner,Book Title,Publication Year
4054,george miksch sutton,ernest hemingway,"Mexican birds: first impressions. Based upon an ornithological expedition to Tamaulipas, Nuevo León, and Coahuila.",1951
4055,richard lightburn sutton,ernest hemingway,Tiger trails in southern Asia,1926
4056,harold ulrik sverdup,ernest hemingway,"The oceans: their physics, chemistry, and general biology",1942
4057,virginia swain,ernest hemingway,The dollar gold piece,1942
4058,w. a. swanberg,ernest hemingway,Jim Fisk; the career of an improbable rascal,1959
4059,w. a. swanberg,ernest hemingway,Sickles the incredible,1956
4060,keith sward,ernest hemingway,The legend of Henry Ford,1948
4061,sweden,ernest hemingway,Législation et activités sociales en Suéde: Aperçu publié sur mandat du gouvernement Suédois,1939
4062,charles sweeny,ernest hemingway,Britain bids for world power,1948
4063,charles sweeny,ernest hemingway,"Moment of truth, a realistic examination of our war situation",1943
4064,charles sweeny,ernest hemingway,"Moment of truth, a realistic examination of our war situation",1942
4065,charles sweeny,ernest hemingway,Pearl Harbour,1946
4066,charles sweeny,ernest hemingway,Pétain,1945
4067,howard swiggett,ernest hemingway,March or die,1953
4068,howard swiggett,ernest hemingway,"Most secret, most immediate",1944
4069,christopher sykes,ernest hemingway,Answer to question 33,1948
4070,christopher sykes,ernest hemingway,Character and situation: six short stories,1948
4071,christopher sykes,ernest hemingway,Four studies in loyalty,1948
4072,robert sylvester,ernest hemingway,Rough sketch,1948
4073,gladys bagg taber,ernest hemingway,Flower arranging for the American home,1947
4074,george tabori,ernest hemingway,Companions of the left hand,1946
4075,geneviève r. tabouis,ernest hemingway,Blackmail or war,1938
4076,robert taft,ernest hemingway,"Artists and illustrators of the Old West, 1850-1900",1953
4077,john tagliabue,ernest hemingway,Poems,1959
4078,francesco giuseppe tagliapietra,ernest hemingway,La carega di Atila in Torcello,1933
4079,don c. talayesva,ernest hemingway,Sun chief: the autobiography of a Hopi Indian,1942
4080,robert tallant,ernest hemingway,Mr. Preen's salon,1949
4081,erling tambs,ernest hemingway,The cruise of the Teddy,1933
4082,[n.auth],ernest hemingway,"Tanganyika territory game preservation department annual report, 1932; including map of the Tanganyika territory",1933
4083,ivan ray tannehill,ernest hemingway,"Hurricanes, their nature and history, particularly those of the West Indies and the southern coasts of the United States",1938
4084,evgeni_ viktorovich tarle,ernest hemingway,"Napoleon's invasion of Russia, 1812",1942
4085,dorothy blackman tartiere,ernest hemingway,"The house near Paris, an American woman's story of traffic in patriots",1946
4086,hanama tasaki,ernest hemingway,Long the imperial way,1950
4087,hilbert van nydeck schenck,ernest hemingway,Shallow water diving and spearfishing,1954
4088,david edward scherman,ernest hemingway,"Literary America; a chronicle of American writers from 1607-1952, with 173 photographs of the American scene that inspir",1952
4089,mario schettini,ernest hemingway,Il paese dei bastardi: romanzo,1953
4090,mario schettini,ernest hemingway,"I ragazzi di Milano, romanzo",1956
4091,göran schildt,ernest hemingway,In the wake of Ulysses,1953
4092,göran schildt,ernest hemingway,Paris' hemliga tecken,1952
4093,carl georg schillings,ernest hemingway,In wildest Africa,1907
4094,henriette von schirach,ernest hemingway,Der Preis der Herrlichkeit,1956
4095,julius schlosser,ernest hemingway,Francisco Goya,1922
4096,samuel daniel schmalhausen,ernest hemingway,Why we misbehave,1928
4097,james norman,ernest hemingway,The fell of dark,1960
4098,james norman,ernest hemingway,The nightwalkers,1953
4099,karl patterson schmidt,ernest hemingway,Field book of snakes of the United States and Canada : with four colored plates and 103 drawings by Albert A. Enzenbache,1941
4100,martin ferdinand schmitt,ernest hemingway,The settlers' West,1955
4101,italo svevo,ernest hemingway,"Corrispondenza con Valéry Larbaud, Benjamin Crémieux, e Marie Anne Comnène",1953
4102,john g. schneider,ernest hemingway,The golden kazoo,1956
4103,otto schniebs,ernest hemingway,American skiing,1939
4104,michael george schofield,ernest hemingway,Society and the homosexual,1953
4105,frank schoonmaker,ernest hemingway,The wines of Germany,1956
4106,frank schoonmaker,ernest hemingway,American wines,1941
4107,mark schorer,ernest hemingway,The hermit place : a novel,1941
4108,mark schorer,ernest hemingway,Criticism: the foundations of modern literary judgment,1948
4109,wilhelm von schramm,ernest hemingway,Conspiracy among generals,1957
4110,georges schreiber,ernest hemingway,Portraits and self-portraits,1936
4111,raymond martin schrenkeisen (ed.),ernest hemingway,Fishing for salmon and trout,1937
4112,budd schulberg,ernest hemingway,The disenchanted,1950
4113,budd schulberg,ernest hemingway,The harder they fall,1947
4114,budd schulberg,ernest hemingway,Some faces in the crowd: short stories,1953
4115,sonya schulberg,ernest hemingway,They cried a little,1937
4116,james willard schultz,ernest hemingway,On the warpath,1914
4117,frederick l. schuman,ernest hemingway,Soviet politics at home and abroad,1946
4118,max lincoln schuster,ernest hemingway,A treasury of the world's great letters from ancient days to our own time...,1940
4119,osias l. schwarz,ernest hemingway,"Unconventional ethics, the ethics of tomorrow: a psychologico-ethical study of human parasitism, its effects, causes and",1936
4120,fred schwed,ernest hemingway,"Where are the customers' yachts? or, A good hard look at Wall Street",1940
4121,erwin schweigger,ernest hemingway,El litoral peruano,1947
4122,igor schwezoff,ernest hemingway,Russian somersault,1936
4123,edwin eugene schwien,ernest hemingway,Combat intelligence,1936
4124,jack denton scott,ernest hemingway,Forests of the night,1959
4125,james maurice scott,ernest hemingway,Heather Mary,1953
4126,john scott,ernest hemingway,Asian journey,1957
4127,john scott,ernest hemingway,Behind the Urals: an American worker in Russia's city of steel,1942
4128,john scott,ernest hemingway,"East of Suez: a report to Time's Publisher, James A. Linen, on an extensive trip through South & Southwest Asia",1956
4129,john scott,ernest hemingway,The Soviet empire: a report,1959
4130,paul scott,ernest hemingway,The alien sky,1953
4131,robert lee scott,ernest hemingway,Between the elephant's eyes!,1954
4132,robert lee scott,ernest hemingway,Look of the eagle,1955
4133,thomas henry scott,ernest hemingway,The book about ships,1935
4134,frank scully,ernest hemingway,Behind the flying saucers,1950
4135,william buehler seabrook,ernest hemingway,No hiding place,1942
4136,william buehler seabrook,ernest hemingway,Witchcraft: its power in the world today,1940
4137,allan seager,ernest hemingway,Equinox,1943
4138,allan seager,ernest hemingway,"The inheritance, a novel",1948
4139,jack sears,ernest hemingway,Cat drawings,1943
4140,paul bigelow sears,ernest hemingway,Makers of modern science,1953
4141,george seaver,ernest hemingway,Edward Wilson of the Antarctic: naturalist and friend,1942
4142,guido seborga,ernest hemingway,"L'uomo di Camporosso, romanzo",1948
4143,[n.auth],ernest hemingway,"Security and the Middle East, the problem and its solution: proposals submitted to the President of the United States",1954
4144,alan seeger,ernest hemingway,Poems,1917
4145,ernest antoine aimé léon seillière,ernest hemingway,Diderot,1944
4146,george seldes,ernest hemingway,Lords of the press,1941
4147,george seldes,ernest hemingway,Tell the truth and run,1953
4148,margaret cabell self,ernest hemingway,The horseman's encyclopedia,1946
4149,margaret cabell self,ernest hemingway,Your first pony,1950
4150,charles gabriel seligman,ernest hemingway,Races of Africa,1939
4151,henry blackman sell,ernest hemingway,Buffalo Bill and the Wild West,1955
4152,frederick courteney selous,ernest hemingway,A hunter's wanderings in Africa : being a narrative of nine years spent amongst the game of the far interior of South Africa,1881
4153,frederick courteney selous,ernest hemingway,A hunter's wanderings in Africa,1925
4154,frederick courteney selous,ernest hemingway,Travel and adventure in South-East Africa,1893
4155,gregorio selser,ernest hemingway,El pequeño ejército loco: Operación México-Nicaragua,1960
4156,samuel selvon,ernest hemingway,"A brighter sun, a novel",1953
4157,samuel selvon,ernest hemingway,The lonely Londoners,1956
4158,harry hodges semmes,ernest hemingway,Portrait of Patton,1955
4159,robert esmonde gordon george,ernest hemingway,"The Spanish crown, 1808-1931; an intimate chronicle of a hundred years",1932
4160,ramón josé sender,ernest hemingway,Counter-attack in Spain,1937
4161,ramón josé sender,ernest hemingway,Epitalamio del prieto Trinidad,1942
4162,ramón josé sender,ernest hemingway,A man's place,1940
4163,bernardo serebrinsky,ernest hemingway,"La medida del nivel mental; teoría, práctica, aplicaciónes",1954
4164,konstantin mikha_lovich simonov,ernest hemingway,Days and nights,1945
4165,alyse simpson,ernest hemingway,The convent,1940
4166,alyse simpson,ernest hemingway,Red dust of Kenya,1954
4167,george gaylord simpson,ernest hemingway,The rise of the mammals : after dominating the world for millions of years the dinosaurs come to an abrupt end,1951
4168,helen simpson,ernest hemingway,The Spanish marriage,1933
4169,william simpson,ernest hemingway,One of our pilots is safe,1943
4170,b.m. bower,ernest hemingway,The quirt,1958
4171,gordon sinclair,ernest hemingway,"Khyber caravan; through Kashmir, Waziristan, Afghanistan, Baluchistan and northern India",1936
4172,harold sinclair,ernest hemingway,The horse soldiers,1956
4173,upton sinclair,ernest hemingway,"I, candidate for governor: and how I got licked",1935
4174,upton sinclair,ernest hemingway,The return of Lanny Budd,1953
4175,upton sinclair,ernest hemingway,Upton Sinclair presents William Fox,1933
4176,upton sinclair,ernest hemingway,What Didymus did,1954
4177,edith sitwell,ernest hemingway,The English eccentrics,1947
4178,edith sitwell,ernest hemingway,"I live under a black sun, a novel",1937
4179,osbert sitwell,ernest hemingway,Escape with me! An oriental sketch-book,1940
4180,osbert sitwell,ernest hemingway,Escape with me! : a travel book,1948
4181,osbert sitwell,ernest hemingway,The man who lost himself,1929
4182,osbert sitwell,ernest hemingway,Noble essences; a book of characters,1950
4183,osbert sitwell,ernest hemingway,The scarlet tree,1946
4184,osbert sitwell,ernest hemingway,Triple fugue,1948
4185,sacheverell sitwell,ernest hemingway,The hunters and the hunted,1948
4186,sacheverell sitwell,ernest hemingway,Spain,1951
4187,[n.auth],ernest hemingway,Six great modern short novels,1954
4188,sidney skolsky,ernest hemingway,"Times square tintypes, being typewriter caricatures of those who made their names along the not so straight and very...",1930
4189,humphrey slater,ernest hemingway,"Conspirator, a novel",1948
4190,humphrey slater,ernest hemingway,"The heretics, a novel",1947
4191,frank tatchell,ernest hemingway,The happy traveller; a book for poor men,1923
4192,allen tate,ernest hemingway,Mr. Pope and other poems,1928
4193,allen tate,ernest hemingway,"Poems, 1928-1931",1932
4194,frank g. slaughter,ernest hemingway,Battle surgeon,1958
4195,frank g. slaughter,ernest hemingway,Fort Everglades,1951
4196,frank g. slaughter,ernest hemingway,Medicine for moderns; the new science of psychosomatic medicine,1947
4197,frank g. slaughter,ernest hemingway,The song of Ruth : a love story from the Old Testament,1958
4198,bessemer slingsbee,ernest hemingway,Droll tales of Reno,1944
4199,eric sloane,ernest hemingway,The seasons of America past,1958
4200,george edward slocombe,ernest hemingway,Paris in profile,1929
4201,george edward slocombe,ernest hemingway,The tumult and the shouting; the memoirs of George Slocombe,1936
4202,victor slocum,ernest hemingway,Capt. Joshua Slocum; the life and voyages of America's best known sailor,1950
4203,marc slonim,ernest hemingway,"The epic of Russian literature, from its origins through Tolstoy",1950
4204,alfred slote,ernest hemingway,Lazarus in Vienna,1956
4205,fenwick g. small,ernest hemingway,Miniature camera technique,1940
4206,john kunkel small,ernest hemingway,Shrubs of Florida; a handbook of the native and naturalized shrubs of Florida,1913
4207,agnes smedley,ernest hemingway,Battle hymn of China,1943
4208,b. webster smith,ernest hemingway,The world in the past; a popular account of what it was like and what it contained,1926
4209,don smith,ernest hemingway,China coaster; a novel of suspense,1953
4210,f. g. walton smith,ernest hemingway,"The sun, the sea, and tomorrow; potential sources of food, energy, and minerals from the sea",1954
4211,h. allen smith,ernest hemingway,Life in a putty knife factory,1943
4212,h. allen smith,ernest hemingway,"Lo, the former Egyptian!",1947
4213,h. allen smith,ernest hemingway,Lost in the horse latitudes,1944
4214,harry worcester smith,ernest hemingway,A sporting family of the old South,1936
4215,ira lepouce smith,ernest hemingway,Baseball's famous first basemen,1956
4216,ira lepouce smith,ernest hemingway,Baseball's famous pitchers; capers cut and records made by fifty-three pitching greats,1954
4217,ira lepouce smith,ernest hemingway,"Low and inside; a book of baseball anecdotes, oddities, and curiosities",1949
4218,lawrence breese smith,ernest hemingway,Dude ranches and ponies,1936
4219,lawrence breese smith,ernest hemingway,"Shotgun psychology. Theory and practice regarding shotguns, their construction and functioning",1938
4220,lillian eugenia smith,ernest hemingway,Now is the time,1955
4221,lillian eugenia smith,ernest hemingway,"Strange fruit, a novel",1944
4222,logan pearsall smith,ernest hemingway,"All trivia: Trivia, More trivia, Afterthoughts, Last words",1945
4223,minnie louise smith,ernest hemingway,First year Latin,1942
4224,nicol smith,ernest hemingway,Golden doorway to Tibet,1949
4225,paul jordan smith,ernest hemingway,On strange altars : a book of enthusiasms,1923
4226,robert smith,ernest hemingway,"Baseball; a historical narrative of the game, the men who have played it, and its place in American life",1947
4227,robert aura smith,ernest hemingway,Our future in Asia,1940
4228,robert metcalf smith,ernest hemingway,The Shelley legend,1945
4229,robert miller smith,ernest hemingway,Hotel on the lake,1943
4230,robert paul smith,ernest hemingway,The journey,1943
4231,robert paul smith,ernest hemingway,So it doesn't whistle,1941
